"SiteID","ConfigID","AntennaID","Node","ValidNode","StartDate","EndDate","Comment","SiteType","SiteName","ModelMainBranch","AntennaGroup","ArrayOrder","SiteDescription","SiteTypeName","RKM","RKMTotal","Latitude","Longitude"
"LTR",110,"B1","LTR",NA,2007-11-20 00:00:00,2009-09-01 00:00:00,NA,"INT","Lower Tucannon River",NA,"Upstream Flat Plate Array",NA,"This is an in-stream interrogation system that has variously consisted of one or two groups of arrays, about a kilometer apart, located near the mouth of the Tucannon River.  From Oct. 2005 until April 2008 the downstream array group consisted of two tandem 'log' antenna arrays that spanned the low-water channel above the boat ramp.  The upstream array group was located at an abandoned railroad bridge abutment upstream of Hwy 261 on the Tucannon River downstream from Starbuck.  The upstream array (A0) operated from Oct. 2005 until January 2009.  Its various configurations included both pass-through and pass-over antennas.  A single array (C0) with six PVC pipe antennas was re-deployed above the boat ramp in Sept. 2009.  Responsibility for site operations transferred from USFWS to WDFW on Jan. 7, 2010.  The CO in-stream array was relocated below the Hwy 261 bridge on Sept. 29, 2010.","Instream Remote Detection System","522.100.003",625,46.544192,-118.162901
"LTR",110,"B2","LTR",NA,2007-11-20 00:00:00,2009-09-01 00:00:00,NA,"INT","Lower Tucannon River",NA,"Upstream Flat Plate Array",NA,"This is an in-stream interrogation system that has variously consisted of one or two groups of arrays, about a kilometer apart, located near the mouth of the Tucannon River.  From Oct. 2005 until April 2008 the downstream array group consisted of two tandem 'log' antenna arrays that spanned the low-water channel above the boat ramp.  The upstream array group was located at an abandoned railroad bridge abutment upstream of Hwy 261 on the Tucannon River downstream from Starbuck.  The upstream array (A0) operated from Oct. 2005 until January 2009.  Its various configurations included both pass-through and pass-over antennas.  A single array (C0) with six PVC pipe antennas was re-deployed above the boat ramp in Sept. 2009.  Responsibility for site operations transferred from USFWS to WDFW on Jan. 7, 2010.  The CO in-stream array was relocated below the Hwy 261 bridge on Sept. 29, 2010.","Instream Remote Detection System","522.100.003",625,46.544192,-118.162901
"LTR",110,"B3","LTR",NA,2007-11-20 00:00:00,2009-09-01 00:00:00,NA,"INT","Lower Tucannon River",NA,"Upstream Flat Plate Array",NA,"This is an in-stream interrogation system that has variously consisted of one or two groups of arrays, about a kilometer apart, located near the mouth of the Tucannon River.  From Oct. 2005 until April 2008 the downstream array group consisted of two tandem 'log' antenna arrays that spanned the low-water channel above the boat ramp.  The upstream array group was located at an abandoned railroad bridge abutment upstream of Hwy 261 on the Tucannon River downstream from Starbuck.  The upstream array (A0) operated from Oct. 2005 until January 2009.  Its various configurations included both pass-through and pass-over antennas.  A single array (C0) with six PVC pipe antennas was re-deployed above the boat ramp in Sept. 2009.  Responsibility for site operations transferred from USFWS to WDFW on Jan. 7, 2010.  The CO in-stream array was relocated below the Hwy 261 bridge on Sept. 29, 2010.","Instream Remote Detection System","522.100.003",625,46.544192,-118.162901
"LTR",110,"B4","LTR",NA,2007-11-20 00:00:00,2009-09-01 00:00:00,NA,"INT","Lower Tucannon River",NA,"Upstream Flat Plate Array",NA,"This is an in-stream interrogation system that has variously consisted of one or two groups of arrays, about a kilometer apart, located near the mouth of the Tucannon River.  From Oct. 2005 until April 2008 the downstream array group consisted of two tandem 'log' antenna arrays that spanned the low-water channel above the boat ramp.  The upstream array group was located at an abandoned railroad bridge abutment upstream of Hwy 261 on the Tucannon River downstream from Starbuck.  The upstream array (A0) operated from Oct. 2005 until January 2009.  Its various configurations included both pass-through and pass-over antennas.  A single array (C0) with six PVC pipe antennas was re-deployed above the boat ramp in Sept. 2009.  Responsibility for site operations transferred from USFWS to WDFW on Jan. 7, 2010.  The CO in-stream array was relocated below the Hwy 261 bridge on Sept. 29, 2010.","Instream Remote Detection System","522.100.003",625,46.544192,-118.162901
"LTR",110,"B5","LTR",NA,2007-11-20 00:00:00,2009-09-01 00:00:00,NA,"INT","Lower Tucannon River",NA,"Upstream Flat Plate Array",NA,"This is an in-stream interrogation system that has variously consisted of one or two groups of arrays, about a kilometer apart, located near the mouth of the Tucannon River.  From Oct. 2005 until April 2008 the downstream array group consisted of two tandem 'log' antenna arrays that spanned the low-water channel above the boat ramp.  The upstream array group was located at an abandoned railroad bridge abutment upstream of Hwy 261 on the Tucannon River downstream from Starbuck.  The upstream array (A0) operated from Oct. 2005 until January 2009.  Its various configurations included both pass-through and pass-over antennas.  A single array (C0) with six PVC pipe antennas was re-deployed above the boat ramp in Sept. 2009.  Responsibility for site operations transferred from USFWS to WDFW on Jan. 7, 2010.  The CO in-stream array was relocated below the Hwy 261 bridge on Sept. 29, 2010.","Instream Remote Detection System","522.100.003",625,46.544192,-118.162901
"LTR",110,"B6","LTR",NA,2007-11-20 00:00:00,2009-09-01 00:00:00,NA,"INT","Lower Tucannon River",NA,"Upstream Flat Plate Array",NA,"This is an in-stream interrogation system that has variously consisted of one or two groups of arrays, about a kilometer apart, located near the mouth of the Tucannon River.  From Oct. 2005 until April 2008 the downstream array group consisted of two tandem 'log' antenna arrays that spanned the low-water channel above the boat ramp.  The upstream array group was located at an abandoned railroad bridge abutment upstream of Hwy 261 on the Tucannon River downstream from Starbuck.  The upstream array (A0) operated from Oct. 2005 until January 2009.  Its various configurations included both pass-through and pass-over antennas.  A single array (C0) with six PVC pipe antennas was re-deployed above the boat ramp in Sept. 2009.  Responsibility for site operations transferred from USFWS to WDFW on Jan. 7, 2010.  The CO in-stream array was relocated below the Hwy 261 bridge on Sept. 29, 2010.","Instream Remote Detection System","522.100.003",625,46.544192,-118.162901
"LTR",110,"C1","LTR",NA,2007-11-20 00:00:00,2009-09-01 00:00:00,NA,"INT","Lower Tucannon River",NA,"DOWNSTREAM FLAT PLATE ARRAY",NA,"This is an in-stream interrogation system that has variously consisted of one or two groups of arrays, about a kilometer apart, located near the mouth of the Tucannon River.  From Oct. 2005 until April 2008 the downstream array group consisted of two tandem 'log' antenna arrays that spanned the low-water channel above the boat ramp.  The upstream array group was located at an abandoned railroad bridge abutment upstream of Hwy 261 on the Tucannon River downstream from Starbuck.  The upstream array (A0) operated from Oct. 2005 until January 2009.  Its various configurations included both pass-through and pass-over antennas.  A single array (C0) with six PVC pipe antennas was re-deployed above the boat ramp in Sept. 2009.  Responsibility for site operations transferred from USFWS to WDFW on Jan. 7, 2010.  The CO in-stream array was relocated below the Hwy 261 bridge on Sept. 29, 2010.","Instream Remote Detection System","522.100.003",625,46.544192,-118.162901
"LTR",110,"C2","LTR",NA,2007-11-20 00:00:00,2009-09-01 00:00:00,NA,"INT","Lower Tucannon River",NA,"DOWNSTREAM FLAT PLATE ARRAY",NA,"This is an in-stream interrogation system that has variously consisted of one or two groups of arrays, about a kilometer apart, located near the mouth of the Tucannon River.  From Oct. 2005 until April 2008 the downstream array group consisted of two tandem 'log' antenna arrays that spanned the low-water channel above the boat ramp.  The upstream array group was located at an abandoned railroad bridge abutment upstream of Hwy 261 on the Tucannon River downstream from Starbuck.  The upstream array (A0) operated from Oct. 2005 until January 2009.  Its various configurations included both pass-through and pass-over antennas.  A single array (C0) with six PVC pipe antennas was re-deployed above the boat ramp in Sept. 2009.  Responsibility for site operations transferred from USFWS to WDFW on Jan. 7, 2010.  The CO in-stream array was relocated below the Hwy 261 bridge on Sept. 29, 2010.","Instream Remote Detection System","522.100.003",625,46.544192,-118.162901
"LTR",110,"C3","LTR",NA,2007-11-20 00:00:00,2009-09-01 00:00:00,NA,"INT","Lower Tucannon River",NA,"DOWNSTREAM FLAT PLATE ARRAY",NA,"This is an in-stream interrogation system that has variously consisted of one or two groups of arrays, about a kilometer apart, located near the mouth of the Tucannon River.  From Oct. 2005 until April 2008 the downstream array group consisted of two tandem 'log' antenna arrays that spanned the low-water channel above the boat ramp.  The upstream array group was located at an abandoned railroad bridge abutment upstream of Hwy 261 on the Tucannon River downstream from Starbuck.  The upstream array (A0) operated from Oct. 2005 until January 2009.  Its various configurations included both pass-through and pass-over antennas.  A single array (C0) with six PVC pipe antennas was re-deployed above the boat ramp in Sept. 2009.  Responsibility for site operations transferred from USFWS to WDFW on Jan. 7, 2010.  The CO in-stream array was relocated below the Hwy 261 bridge on Sept. 29, 2010.","Instream Remote Detection System","522.100.003",625,46.544192,-118.162901
"LTR",110,"C4","LTR",NA,2007-11-20 00:00:00,2009-09-01 00:00:00,NA,"INT","Lower Tucannon River",NA,"DOWNSTREAM FLAT PLATE ARRAY",NA,"This is an in-stream interrogation system that has variously consisted of one or two groups of arrays, about a kilometer apart, located near the mouth of the Tucannon River.  From Oct. 2005 until April 2008 the downstream array group consisted of two tandem 'log' antenna arrays that spanned the low-water channel above the boat ramp.  The upstream array group was located at an abandoned railroad bridge abutment upstream of Hwy 261 on the Tucannon River downstream from Starbuck.  The upstream array (A0) operated from Oct. 2005 until January 2009.  Its various configurations included both pass-through and pass-over antennas.  A single array (C0) with six PVC pipe antennas was re-deployed above the boat ramp in Sept. 2009.  Responsibility for site operations transferred from USFWS to WDFW on Jan. 7, 2010.  The CO in-stream array was relocated below the Hwy 261 bridge on Sept. 29, 2010.","Instream Remote Detection System","522.100.003",625,46.544192,-118.162901
"LTR",110,"C5","LTR",NA,2007-11-20 00:00:00,2009-09-01 00:00:00,NA,"INT","Lower Tucannon River",NA,"DOWNSTREAM FLAT PLATE ARRAY",NA,"This is an in-stream interrogation system that has variously consisted of one or two groups of arrays, about a kilometer apart, located near the mouth of the Tucannon River.  From Oct. 2005 until April 2008 the downstream array group consisted of two tandem 'log' antenna arrays that spanned the low-water channel above the boat ramp.  The upstream array group was located at an abandoned railroad bridge abutment upstream of Hwy 261 on the Tucannon River downstream from Starbuck.  The upstream array (A0) operated from Oct. 2005 until January 2009.  Its various configurations included both pass-through and pass-over antennas.  A single array (C0) with six PVC pipe antennas was re-deployed above the boat ramp in Sept. 2009.  Responsibility for site operations transferred from USFWS to WDFW on Jan. 7, 2010.  The CO in-stream array was relocated below the Hwy 261 bridge on Sept. 29, 2010.","Instream Remote Detection System","522.100.003",625,46.544192,-118.162901
"LTR",110,"C6","LTR",NA,2007-11-20 00:00:00,2009-09-01 00:00:00,NA,"INT","Lower Tucannon River",NA,"DOWNSTREAM FLAT PLATE ARRAY",NA,"This is an in-stream interrogation system that has variously consisted of one or two groups of arrays, about a kilometer apart, located near the mouth of the Tucannon River.  From Oct. 2005 until April 2008 the downstream array group consisted of two tandem 'log' antenna arrays that spanned the low-water channel above the boat ramp.  The upstream array group was located at an abandoned railroad bridge abutment upstream of Hwy 261 on the Tucannon River downstream from Starbuck.  The upstream array (A0) operated from Oct. 2005 until January 2009.  Its various configurations included both pass-through and pass-over antennas.  A single array (C0) with six PVC pipe antennas was re-deployed above the boat ramp in Sept. 2009.  Responsibility for site operations transferred from USFWS to WDFW on Jan. 7, 2010.  The CO in-stream array was relocated below the Hwy 261 bridge on Sept. 29, 2010.","Instream Remote Detection System","522.100.003",625,46.544192,-118.162901
"LTR",120,"C1","LTR",NA,2009-09-01 00:00:00,2010-09-29 08:30:00,NA,"INT","Lower Tucannon River",NA,"UPSTREAM LEFT IN-STREAM ARRAY",NA,"This is an in-stream interrogation system that has variously consisted of one or two groups of arrays, about a kilometer apart, located near the mouth of the Tucannon River.  From Oct. 2005 until April 2008 the downstream array group consisted of two tandem 'log' antenna arrays that spanned the low-water channel above the boat ramp.  The upstream array group was located at an abandoned railroad bridge abutment upstream of Hwy 261 on the Tucannon River downstream from Starbuck.  The upstream array (A0) operated from Oct. 2005 until January 2009.  Its various configurations included both pass-through and pass-over antennas.  A single array (C0) with six PVC pipe antennas was re-deployed above the boat ramp in Sept. 2009.  Responsibility for site operations transferred from USFWS to WDFW on Jan. 7, 2010.  The CO in-stream array was relocated below the Hwy 261 bridge on Sept. 29, 2010.","Instream Remote Detection System","522.100.003",625,46.544192,-118.162901
"LTR",120,"C2","LTR",NA,2009-09-01 00:00:00,2010-09-29 08:30:00,NA,"INT","Lower Tucannon River",NA,"UPSTREAM LEFT IN-STREAM ARRAY",NA,"This is an in-stream interrogation system that has variously consisted of one or two groups of arrays, about a kilometer apart, located near the mouth of the Tucannon River.  From Oct. 2005 until April 2008 the downstream array group consisted of two tandem 'log' antenna arrays that spanned the low-water channel above the boat ramp.  The upstream array group was located at an abandoned railroad bridge abutment upstream of Hwy 261 on the Tucannon River downstream from Starbuck.  The upstream array (A0) operated from Oct. 2005 until January 2009.  Its various configurations included both pass-through and pass-over antennas.  A single array (C0) with six PVC pipe antennas was re-deployed above the boat ramp in Sept. 2009.  Responsibility for site operations transferred from USFWS to WDFW on Jan. 7, 2010.  The CO in-stream array was relocated below the Hwy 261 bridge on Sept. 29, 2010.","Instream Remote Detection System","522.100.003",625,46.544192,-118.162901
"LTR",120,"C3","LTR",NA,2009-09-01 00:00:00,2010-09-29 08:30:00,NA,"INT","Lower Tucannon River",NA,"UPSTREAM LEFT IN-STREAM ARRAY",NA,"This is an in-stream interrogation system that has variously consisted of one or two groups of arrays, about a kilometer apart, located near the mouth of the Tucannon River.  From Oct. 2005 until April 2008 the downstream array group consisted of two tandem 'log' antenna arrays that spanned the low-water channel above the boat ramp.  The upstream array group was located at an abandoned railroad bridge abutment upstream of Hwy 261 on the Tucannon River downstream from Starbuck.  The upstream array (A0) operated from Oct. 2005 until January 2009.  Its various configurations included both pass-through and pass-over antennas.  A single array (C0) with six PVC pipe antennas was re-deployed above the boat ramp in Sept. 2009.  Responsibility for site operations transferred from USFWS to WDFW on Jan. 7, 2010.  The CO in-stream array was relocated below the Hwy 261 bridge on Sept. 29, 2010.","Instream Remote Detection System","522.100.003",625,46.544192,-118.162901
"LTR",120,"C4","LTR",NA,2009-09-01 00:00:00,2010-09-29 08:30:00,NA,"INT","Lower Tucannon River",NA,"DWNSTRM RIGHT IN-STREAM ARRAY",NA,"This is an in-stream interrogation system that has variously consisted of one or two groups of arrays, about a kilometer apart, located near the mouth of the Tucannon River.  From Oct. 2005 until April 2008 the downstream array group consisted of two tandem 'log' antenna arrays that spanned the low-water channel above the boat ramp.  The upstream array group was located at an abandoned railroad bridge abutment upstream of Hwy 261 on the Tucannon River downstream from Starbuck.  The upstream array (A0) operated from Oct. 2005 until January 2009.  Its various configurations included both pass-through and pass-over antennas.  A single array (C0) with six PVC pipe antennas was re-deployed above the boat ramp in Sept. 2009.  Responsibility for site operations transferred from USFWS to WDFW on Jan. 7, 2010.  The CO in-stream array was relocated below the Hwy 261 bridge on Sept. 29, 2010.","Instream Remote Detection System","522.100.003",625,46.544192,-118.162901
"LTR",120,"C5","LTR",NA,2009-09-01 00:00:00,2010-09-29 08:30:00,NA,"INT","Lower Tucannon River",NA,"DWNSTRM RIGHT IN-STREAM ARRAY",NA,"This is an in-stream interrogation system that has variously consisted of one or two groups of arrays, about a kilometer apart, located near the mouth of the Tucannon River.  From Oct. 2005 until April 2008 the downstream array group consisted of two tandem 'log' antenna arrays that spanned the low-water channel above the boat ramp.  The upstream array group was located at an abandoned railroad bridge abutment upstream of Hwy 261 on the Tucannon River downstream from Starbuck.  The upstream array (A0) operated from Oct. 2005 until January 2009.  Its various configurations included both pass-through and pass-over antennas.  A single array (C0) with six PVC pipe antennas was re-deployed above the boat ramp in Sept. 2009.  Responsibility for site operations transferred from USFWS to WDFW on Jan. 7, 2010.  The CO in-stream array was relocated below the Hwy 261 bridge on Sept. 29, 2010.","Instream Remote Detection System","522.100.003",625,46.544192,-118.162901
"LTR",120,"C6","LTR",NA,2009-09-01 00:00:00,2010-09-29 08:30:00,NA,"INT","Lower Tucannon River",NA,"DWNSTRM RIGHT IN-STREAM ARRAY",NA,"This is an in-stream interrogation system that has variously consisted of one or two groups of arrays, about a kilometer apart, located near the mouth of the Tucannon River.  From Oct. 2005 until April 2008 the downstream array group consisted of two tandem 'log' antenna arrays that spanned the low-water channel above the boat ramp.  The upstream array group was located at an abandoned railroad bridge abutment upstream of Hwy 261 on the Tucannon River downstream from Starbuck.  The upstream array (A0) operated from Oct. 2005 until January 2009.  Its various configurations included both pass-through and pass-over antennas.  A single array (C0) with six PVC pipe antennas was re-deployed above the boat ramp in Sept. 2009.  Responsibility for site operations transferred from USFWS to WDFW on Jan. 7, 2010.  The CO in-stream array was relocated below the Hwy 261 bridge on Sept. 29, 2010.","Instream Remote Detection System","522.100.003",625,46.544192,-118.162901
"LTR",130,"C1","LTR",NA,2010-09-29 08:30:00,2011-08-16 14:20:00,NA,"INT","Lower Tucannon River",NA,"UPSTREAM LEFT ANTENNA",NA,"This is an in-stream interrogation system that has variously consisted of one or two groups of arrays, about a kilometer apart, located near the mouth of the Tucannon River.  From Oct. 2005 until April 2008 the downstream array group consisted of two tandem 'log' antenna arrays that spanned the low-water channel above the boat ramp.  The upstream array group was located at an abandoned railroad bridge abutment upstream of Hwy 261 on the Tucannon River downstream from Starbuck.  The upstream array (A0) operated from Oct. 2005 until January 2009.  Its various configurations included both pass-through and pass-over antennas.  A single array (C0) with six PVC pipe antennas was re-deployed above the boat ramp in Sept. 2009.  Responsibility for site operations transferred from USFWS to WDFW on Jan. 7, 2010.  The CO in-stream array was relocated below the Hwy 261 bridge on Sept. 29, 2010.","Instream Remote Detection System","522.100.003",625,46.544192,-118.162901
"LTR",130,"C2","LTR",NA,2010-09-29 08:30:00,2011-08-16 14:20:00,NA,"INT","Lower Tucannon River",NA,"DOWNSTREAM LEFT ANTENNA",NA,"This is an in-stream interrogation system that has variously consisted of one or two groups of arrays, about a kilometer apart, located near the mouth of the Tucannon River.  From Oct. 2005 until April 2008 the downstream array group consisted of two tandem 'log' antenna arrays that spanned the low-water channel above the boat ramp.  The upstream array group was located at an abandoned railroad bridge abutment upstream of Hwy 261 on the Tucannon River downstream from Starbuck.  The upstream array (A0) operated from Oct. 2005 until January 2009.  Its various configurations included both pass-through and pass-over antennas.  A single array (C0) with six PVC pipe antennas was re-deployed above the boat ramp in Sept. 2009.  Responsibility for site operations transferred from USFWS to WDFW on Jan. 7, 2010.  The CO in-stream array was relocated below the Hwy 261 bridge on Sept. 29, 2010.","Instream Remote Detection System","522.100.003",625,46.544192,-118.162901
"LTR",130,"C3","LTR",NA,2010-09-29 08:30:00,2011-08-16 14:20:00,NA,"INT","Lower Tucannon River",NA,"UPSTREAM RIGHT ANTENNA",NA,"This is an in-stream interrogation system that has variously consisted of one or two groups of arrays, about a kilometer apart, located near the mouth of the Tucannon River.  From Oct. 2005 until April 2008 the downstream array group consisted of two tandem 'log' antenna arrays that spanned the low-water channel above the boat ramp.  The upstream array group was located at an abandoned railroad bridge abutment upstream of Hwy 261 on the Tucannon River downstream from Starbuck.  The upstream array (A0) operated from Oct. 2005 until January 2009.  Its various configurations included both pass-through and pass-over antennas.  A single array (C0) with six PVC pipe antennas was re-deployed above the boat ramp in Sept. 2009.  Responsibility for site operations transferred from USFWS to WDFW on Jan. 7, 2010.  The CO in-stream array was relocated below the Hwy 261 bridge on Sept. 29, 2010.","Instream Remote Detection System","522.100.003",625,46.544192,-118.162901
"LTR",130,"C4","LTR",NA,2010-09-29 08:30:00,2011-08-16 14:20:00,NA,"INT","Lower Tucannon River",NA,"DOWNSTREAM RIGHT ANTENNA",NA,"This is an in-stream interrogation system that has variously consisted of one or two groups of arrays, about a kilometer apart, located near the mouth of the Tucannon River.  From Oct. 2005 until April 2008 the downstream array group consisted of two tandem 'log' antenna arrays that spanned the low-water channel above the boat ramp.  The upstream array group was located at an abandoned railroad bridge abutment upstream of Hwy 261 on the Tucannon River downstream from Starbuck.  The upstream array (A0) operated from Oct. 2005 until January 2009.  Its various configurations included both pass-through and pass-over antennas.  A single array (C0) with six PVC pipe antennas was re-deployed above the boat ramp in Sept. 2009.  Responsibility for site operations transferred from USFWS to WDFW on Jan. 7, 2010.  The CO in-stream array was relocated below the Hwy 261 bridge on Sept. 29, 2010.","Instream Remote Detection System","522.100.003",625,46.544192,-118.162901
"LTR",130,"C5","LTR",NA,2010-09-29 08:30:00,2011-08-16 14:20:00,NA,"INT","Lower Tucannon River",NA,"MIDDLE RIGHT ANTENNA",NA,"This is an in-stream interrogation system that has variously consisted of one or two groups of arrays, about a kilometer apart, located near the mouth of the Tucannon River.  From Oct. 2005 until April 2008 the downstream array group consisted of two tandem 'log' antenna arrays that spanned the low-water channel above the boat ramp.  The upstream array group was located at an abandoned railroad bridge abutment upstream of Hwy 261 on the Tucannon River downstream from Starbuck.  The upstream array (A0) operated from Oct. 2005 until January 2009.  Its various configurations included both pass-through and pass-over antennas.  A single array (C0) with six PVC pipe antennas was re-deployed above the boat ramp in Sept. 2009.  Responsibility for site operations transferred from USFWS to WDFW on Jan. 7, 2010.  The CO in-stream array was relocated below the Hwy 261 bridge on Sept. 29, 2010.","Instream Remote Detection System","522.100.003",625,46.544192,-118.162901
"LTR",130,"C6","LTR",NA,2010-09-29 08:30:00,2011-08-16 14:20:00,NA,"INT","Lower Tucannon River",NA,"MIDDLE LEFT ANTENNA",NA,"This is an in-stream interrogation system that has variously consisted of one or two groups of arrays, about a kilometer apart, located near the mouth of the Tucannon River.  From Oct. 2005 until April 2008 the downstream array group consisted of two tandem 'log' antenna arrays that spanned the low-water channel above the boat ramp.  The upstream array group was located at an abandoned railroad bridge abutment upstream of Hwy 261 on the Tucannon River downstream from Starbuck.  The upstream array (A0) operated from Oct. 2005 until January 2009.  Its various configurations included both pass-through and pass-over antennas.  A single array (C0) with six PVC pipe antennas was re-deployed above the boat ramp in Sept. 2009.  Responsibility for site operations transferred from USFWS to WDFW on Jan. 7, 2010.  The CO in-stream array was relocated below the Hwy 261 bridge on Sept. 29, 2010.","Instream Remote Detection System","522.100.003",625,46.544192,-118.162901
"LTR",140,"C1","LTR",NA,2011-08-16 14:20:00,2011-09-23 00:00:00,NA,"INT","Lower Tucannon River",NA,"DOWNSTREAM LEFT ANTENNA",NA,"This is an in-stream interrogation system that has variously consisted of one or two groups of arrays, about a kilometer apart, located near the mouth of the Tucannon River.  From Oct. 2005 until April 2008 the downstream array group consisted of two tandem 'log' antenna arrays that spanned the low-water channel above the boat ramp.  The upstream array group was located at an abandoned railroad bridge abutment upstream of Hwy 261 on the Tucannon River downstream from Starbuck.  The upstream array (A0) operated from Oct. 2005 until January 2009.  Its various configurations included both pass-through and pass-over antennas.  A single array (C0) with six PVC pipe antennas was re-deployed above the boat ramp in Sept. 2009.  Responsibility for site operations transferred from USFWS to WDFW on Jan. 7, 2010.  The CO in-stream array was relocated below the Hwy 261 bridge on Sept. 29, 2010.","Instream Remote Detection System","522.100.003",625,46.544192,-118.162901
"LTR",140,"C2","LTR",NA,2011-08-16 14:20:00,2011-09-23 00:00:00,NA,"INT","Lower Tucannon River",NA,"UPSTREAM LEFT ANTENNA",NA,"This is an in-stream interrogation system that has variously consisted of one or two groups of arrays, about a kilometer apart, located near the mouth of the Tucannon River.  From Oct. 2005 until April 2008 the downstream array group consisted of two tandem 'log' antenna arrays that spanned the low-water channel above the boat ramp.  The upstream array group was located at an abandoned railroad bridge abutment upstream of Hwy 261 on the Tucannon River downstream from Starbuck.  The upstream array (A0) operated from Oct. 2005 until January 2009.  Its various configurations included both pass-through and pass-over antennas.  A single array (C0) with six PVC pipe antennas was re-deployed above the boat ramp in Sept. 2009.  Responsibility for site operations transferred from USFWS to WDFW on Jan. 7, 2010.  The CO in-stream array was relocated below the Hwy 261 bridge on Sept. 29, 2010.","Instream Remote Detection System","522.100.003",625,46.544192,-118.162901
"LTR",140,"C3","LTR",NA,2011-08-16 14:20:00,2011-09-23 00:00:00,NA,"INT","Lower Tucannon River",NA,"UPSTREAM RIGHT ANTENNA",NA,"This is an in-stream interrogation system that has variously consisted of one or two groups of arrays, about a kilometer apart, located near the mouth of the Tucannon River.  From Oct. 2005 until April 2008 the downstream array group consisted of two tandem 'log' antenna arrays that spanned the low-water channel above the boat ramp.  The upstream array group was located at an abandoned railroad bridge abutment upstream of Hwy 261 on the Tucannon River downstream from Starbuck.  The upstream array (A0) operated from Oct. 2005 until January 2009.  Its various configurations included both pass-through and pass-over antennas.  A single array (C0) with six PVC pipe antennas was re-deployed above the boat ramp in Sept. 2009.  Responsibility for site operations transferred from USFWS to WDFW on Jan. 7, 2010.  The CO in-stream array was relocated below the Hwy 261 bridge on Sept. 29, 2010.","Instream Remote Detection System","522.100.003",625,46.544192,-118.162901
"LTR",140,"C4","LTR",NA,2011-08-16 14:20:00,2011-09-23 00:00:00,NA,"INT","Lower Tucannon River",NA,"DOWNSTREAM RIGHT ANTENNA",NA,"This is an in-stream interrogation system that has variously consisted of one or two groups of arrays, about a kilometer apart, located near the mouth of the Tucannon River.  From Oct. 2005 until April 2008 the downstream array group consisted of two tandem 'log' antenna arrays that spanned the low-water channel above the boat ramp.  The upstream array group was located at an abandoned railroad bridge abutment upstream of Hwy 261 on the Tucannon River downstream from Starbuck.  The upstream array (A0) operated from Oct. 2005 until January 2009.  Its various configurations included both pass-through and pass-over antennas.  A single array (C0) with six PVC pipe antennas was re-deployed above the boat ramp in Sept. 2009.  Responsibility for site operations transferred from USFWS to WDFW on Jan. 7, 2010.  The CO in-stream array was relocated below the Hwy 261 bridge on Sept. 29, 2010.","Instream Remote Detection System","522.100.003",625,46.544192,-118.162901
"LTR",140,"C5","LTR",NA,2011-08-16 14:20:00,2011-09-23 00:00:00,NA,"INT","Lower Tucannon River",NA,"MIDDLE RIGHT ANTENNA",NA,"This is an in-stream interrogation system that has variously consisted of one or two groups of arrays, about a kilometer apart, located near the mouth of the Tucannon River.  From Oct. 2005 until April 2008 the downstream array group consisted of two tandem 'log' antenna arrays that spanned the low-water channel above the boat ramp.  The upstream array group was located at an abandoned railroad bridge abutment upstream of Hwy 261 on the Tucannon River downstream from Starbuck.  The upstream array (A0) operated from Oct. 2005 until January 2009.  Its various configurations included both pass-through and pass-over antennas.  A single array (C0) with six PVC pipe antennas was re-deployed above the boat ramp in Sept. 2009.  Responsibility for site operations transferred from USFWS to WDFW on Jan. 7, 2010.  The CO in-stream array was relocated below the Hwy 261 bridge on Sept. 29, 2010.","Instream Remote Detection System","522.100.003",625,46.544192,-118.162901
"LTR",140,"C6","LTR",NA,2011-08-16 14:20:00,2011-09-23 00:00:00,NA,"INT","Lower Tucannon River",NA,"MIDDLE LEFT ANTENNA",NA,"This is an in-stream interrogation system that has variously consisted of one or two groups of arrays, about a kilometer apart, located near the mouth of the Tucannon River.  From Oct. 2005 until April 2008 the downstream array group consisted of two tandem 'log' antenna arrays that spanned the low-water channel above the boat ramp.  The upstream array group was located at an abandoned railroad bridge abutment upstream of Hwy 261 on the Tucannon River downstream from Starbuck.  The upstream array (A0) operated from Oct. 2005 until January 2009.  Its various configurations included both pass-through and pass-over antennas.  A single array (C0) with six PVC pipe antennas was re-deployed above the boat ramp in Sept. 2009.  Responsibility for site operations transferred from USFWS to WDFW on Jan. 7, 2010.  The CO in-stream array was relocated below the Hwy 261 bridge on Sept. 29, 2010.","Instream Remote Detection System","522.100.003",625,46.544192,-118.162901
"LTR",150,"C1","LTR",NA,2011-09-23 00:00:00,2014-07-19 18:00:00,NA,"INT","Lower Tucannon River",NA,"UPSTREAM LEFT ANTENNA",NA,"This is an in-stream interrogation system that has variously consisted of one or two groups of arrays, about a kilometer apart, located near the mouth of the Tucannon River.  From Oct. 2005 until April 2008 the downstream array group consisted of two tandem 'log' antenna arrays that spanned the low-water channel above the boat ramp.  The upstream array group was located at an abandoned railroad bridge abutment upstream of Hwy 261 on the Tucannon River downstream from Starbuck.  The upstream array (A0) operated from Oct. 2005 until January 2009.  Its various configurations included both pass-through and pass-over antennas.  A single array (C0) with six PVC pipe antennas was re-deployed above the boat ramp in Sept. 2009.  Responsibility for site operations transferred from USFWS to WDFW on Jan. 7, 2010.  The CO in-stream array was relocated below the Hwy 261 bridge on Sept. 29, 2010.","Instream Remote Detection System","522.100.003",625,46.544192,-118.162901
